sleep_hours,sleep_time_hour,meals_count,junk_food_count,stress_level,work_hours,exercise_minutes,water_intake,mood_score,screen_time_hrs,caffeine_cups,burnout_risk,stress_overload,sleep_deprived,poor_habits,skipping_meals,late_sleep,health_score
6.0,0,3,1,10,6.6,34.0,1.3,6,4.9,1,0,0,0,0,0,1,72.2
7.1,0,2,4,3,6.8,58.0,1.2,2,10.5,2,0,0,0,1,0,1,75.8
6.6,3,3,1,1,12.6,46.0,1.3,8,5.4,1,0,0,0,0,0,1,90.8
5.3,22,3,1,2,6.7,55.0,1.6,1,4.3,2,0,0,1,0,0,0,84.2
5.9,1,1,2,8,7.0,53.0,1.2,1,6.1,3,0,1,1,1,1,1,55.2
5.5,23,3,3,7,5.4,16.0,1.3,6,5.6,1,0,0,1,1,0,0,66.7
5.3,23,2,0,2,9.2,41.0,2.4,5,5.4,1,0,0,1,0,0,0,84.8
7.5,1,3,0,2,8.3,0.0,1.7,9,9.7,3,0,0,0,0,0,1,91.3
6.7,1,3,5,9,5.7,13.0,2.0,7,3.7,0,0,0,0,1,0,1,62.0
5.2,3,3,0,6,6.3,59.0,1.4,2,6.1,2,0,0,1,0,0,1,83.8
7.5,22,3,2,5,12.3,20.0,1.4,7,3.9,2,0,0,0,0,0,0,87.1
6.7,22,3,2,10,8.6,0.0,2.0,3,4.9,1,0,0,0,0,0,0,67.7
7.4,1,1,2,6,8.8,72.0,1.9,1,9.5,3,0,0,0,1,1,1,78.6
7.1,0,3,2,9,8.8,40.0,2.3,8,6.6,3,0,0,0,0,0,1,80.0
5.0,23,2,1,7,12.0,45.0,2.7,3,6.5,2,0,0,1,0,0,0,73.0
5.4,22,3,2,10,5.9,6.0,1.3,8,4.1,0,0,0,1,0,0,0,58.6
7.3,22,2,1,10,7.5,34.0,2.4,7,5.2,2,0,0,0,0,0,0,76.0
7.1,2,1,2,9,8.1,34.0,1.0,2,9.6,2,0,0,0,1,1,1,66.0
6.2,22,3,0,4,4.2,10.0,3.3,1,7.0,2,0,0,0,0,0,0,90.2
6.4,23,1,2,2,6.2,24.0,1.2,7,5.3,3,0,0,0,1,1,0,73.7
8.1,23,3,0,8,11.1,0.0,2.3,1,6.9,0,0,0,0,0,0,0,83.5
5.3,23,2,1,4,10.4,20.0,1.0,6,6.5,2,0,0,1,1,0,0,74.3
7.0,22,1,1,9,10.8,49.0,1.7,10,4.3,2,0,0,0,1,1,0,72.8
5.9,0,3,0,4,7.0,12.0,2.9,10,5.3,1,0,0,1,0,0,1,88.9
5.9,22,1,3,8,7.3,70.0,1.2,8,10.5,3,0,0,1,1,1,0,59.2
7.8,2,2,1,9,4.0,0.0,3.3,7,6.8,1,0,0,0,0,0,1,71.5
7.4,23,3,4,9,10.8,22.0,1.8,4,2.9,1,0,0,0,1,0,0,69.2
7.4,0,1,5,10,11.2,14.0,2.5,1,7.0,5,0,0,0,1,1,1,51.0
8.2,2,3,2,4,11.2,24.0,2.1,1,8.6,1,0,0,0,0,0,1,90.5
6.2,1,1,0,1,12.5,58.0,2.1,4,4.2,1,0,0,0,1,1,1,85.2
7.2,0,2,1,3,9.6,6.0,0.8,5,5.1,2,0,0,0,1,0,1,80.2
5.7,23,3,3,9,12.4,18.0,1.5,7,8.9,5,1,0,1,1,0,0,51.2
6.7,23,2,1,4,8.0,42.0,2.6,4,6.1,5,0,0,0,0,0,0,89.2
6.0,1,1,0,5,4.1,30.0,1.6,10,5.7,2,0,0,0,1,1,1,82.4
6.3,3,2,2,7,10.7,32.0,1.9,1,3.3,0,0,0,0,0,0,1,76.4
7.1,1,2,3,5,4.0,7.0,0.7,10,8.1,4,0,0,0,1,0,1,72.0
5.0,0,3,3,4,8.9,26.0,1.4,7,5.6,2,0,0,1,1,0,1,72.6
9.3,1,2,0,2,10.9,53.0,2.6,2,1.7,2,0,0,0,0,0,1,95.0
4.7,0,3,2,2,9.3,0.0,0.9,2,2.9,3,0,0,1,1,0,1,66.3
4.4,22,4,1,4,14.2,13.0,2.3,8,4.9,2,0,0,1,0,0,0,76.2
7.9,0,2,1,10,3.6,0.0,1.9,10,3.9,0,0,0,0,0,0,1,68.1
7.4,3,4,4,10,8.3,40.0,1.6,10,4.2,3,0,0,0,1,0,1,67.4
7.1,22,2,1,9,8.5,55.0,1.6,10,10.7,2,0,0,0,0,0,0,77.4
7.1,1,4,1,8,5.1,24.0,1.5,5,7.4,1,0,0,0,0,0,1,83.5
6.2,23,1,0,3,5.6,6.0,1.5,10,1.0,1,0,0,0,1,1,0,77.2
4.9,0,3,4,9,6.4,7.0,2.5,2,5.4,2,0,1,1,1,0,1,45.7
6.3,22,3,3,5,5.8,21.0,1.5,5,5.8,1,0,0,0,1,0,0,79.6
5.2,0,2,2,3,8.2,21.0,3.1,8,3.0,1,0,0,1,0,0,1,74.0
7.7,1,3,3,5,7.0,48.0,2.0,6,7.1,2,0,0,0,1,0,1,88.0
6.0,23,3,0,10,9.3,13.0,1.4,3,1.9,4,0,1,0,0,0,0,64.4
5.0,1,1,2,4,10.1,38.0,2.5,8,8.2,2,0,0,1,1,1,1,70.0
5.7,1,2,1,8,10.0,21.0,2.2,9,8.9,3,0,0,1,0,0,1,72.0
6.8,3,3,0,5,7.5,12.0,0.6,5,10.7,3,0,0,0,1,0,1,88.7
5.4,23,3,2,10,9.2,21.0,1.1,2,2.9,3,0,1,1,1,0,0,53.6
5.0,23,4,4,8,11.1,35.0,1.7,2,3.3,1,0,1,1,1,0,0,53.8
6.6,22,3,0,9,9.6,48.0,0.7,7,7.4,4,0,0,0,1,0,0,80.4
6.6,3,4,1,4,13.1,22.0,3.3,1,8.4,2,0,0,0,0,0,1,91.6
5.4,3,3,1,7,11.0,2.0,2.4,10,7.6,0,1,0,1,0,0,1,61.4
5.5,0,2,1,2,12.8,50.0,1.8,2,8.2,1,0,0,1,0,0,1,81.2
6.5,2,1,4,6,2.3,8.0,1.6,10,8.8,3,0,0,0,1,1,1,60.9
4.0,0,3,2,8,8.7,34.0,1.4,4,6.4,0,0,1,1,0,0,1,54.6
4.1,0,3,2,7,7.7,27.0,0.4,1,5.6,1,0,0,1,1,0,1,61.4
5.1,22,1,3,7,8.2,25.0,0.6,4,3.3,3,0,0,1,1,1,0,53.7
5.9,1,2,0,8,6.5,17.0,3.1,10,5.4,4,0,0,1,0,0,1,76.2
6.7,22,4,2,7,9.5,42.0,2.9,5,5.7,2,0,0,0,0,0,0,84.2
8.4,2,3,1,5,4.0,0.0,1.4,9,4.1,1,0,0,0,0,0,1,86.1
7.5,1,2,2,7,9.5,53.0,2.4,1,5.9,0,0,0,0,0,0,1,81.0
6.0,1,3,5,10,6.6,8.0,2.2,5,3.9,2,0,0,0,1,0,1,53.5
6.2,21,2,3,3,7.2,37.0,2.2,2,8.2,0,0,0,0,1,0,0,78.2
4.7,23,2,1,5,9.6,36.0,0.8,9,6.9,2,0,0,1,1,0,0,72.4
6.2,23,2,3,7,8.7,56.0,0.5,6,5.1,1,0,0,0,1,0,0,66.2
5.8,23,1,0,9,11.1,32.0,2.6,2,6.4,4,0,1,1,1,1,0,62.8
6.7,22,3,0,2,6.1,10.0,0.4,3,3.8,2,0,0,0,1,0,0,86.8
5.0,3,2,1,4,8.3,0.0,1.7,8,4.0,1,0,0,1,0,0,1,70.3
7.0,0,3,1,7,10.7,20.0,1.5,1,4.7,4,0,0,0,0,0,1,85.5
8.5,23,4,2,1,9.4,0.0,1.5,3,5.6,1,0,0,0,0,0,0,82.5
6.0,23,2,2,2,9.6,14.0,2.0,10,6.3,1,0,0,0,0,0,0,77.0
6.8,23,3,4,9,11.3,22.0,1.3,1,6.3,3,0,0,0,1,0,0,66.0
7.2,0,3,2,10,7.5,13.0,2.1,8,3.4,1,0,0,0,0,0,1,72.8
5.6,0,4,2,7,7.0,29.0,1.9,1,5.8,2,0,0,1,0,0,1,76.9
6.5,2,2,0,10,9.9,23.0,3.3,5,4.4,1,0,0,0,0,0,1,75.2
6.2,0,3,0,7,8.1,21.0,0.8,4,1.0,1,0,0,0,1,0,1,82.2
6.3,3,3,2,6,11.3,0.0,1.8,7,12.2,0,0,0,0,0,0,1,76.5
5.0,2,2,1,3,9.4,0.0,2.1,5,4.4,3,0,0,1,0,0,1,71.5
6.2,23,1,3,10,6.9,42.0,1.6,8,4.5,2,0,0,0,1,1,0,56.6
6.9,3,3,0,3,9.3,46.0,0.9,1,3.3,1,0,0,0,1,0,1,95.0
8.4,22,3,0,2,6.2,0.0,2.7,5,3.9,1,0,0,0,0,0,0,92.5
7.6,2,2,1,6,10.9,10.0,2.0,4,5.6,4,0,0,0,0,0,1,83.0
9.4,23,3,1,4,5.0,52.0,0.9,3,8.7,5,0,0,0,1,0,0,91.6
5.0,2,2,0,5,11.6,12.0,2.1,5,5.6,2,0,0,1,0,0,1,78.5
7.5,2,3,3,3,9.3,26.0,3.0,10,5.4,3,0,0,0,1,0,1,87.0
6.5,2,2,0,6,8.1,60.0,1.8,3,8.4,3,0,0,0,0,0,1,88.2
9.5,1,4,2,3,10.4,20.0,1.8,8,5.0,1,0,0,0,0,0,1,88.7
5.0,23,2,1,8,9.8,17.0,2.9,3,6.0,0,0,1,1,0,0,0,58.8
4.9,22,2,0,9,11.8,25.0,1.1,1,4.2,1,0,1,1,1,0,0,57.6
5.3,23,1,1,4,11.8,69.0,3.0,9,9.4,3,0,0,1,1,1,0,75.8
3.0,22,1,3,9,9.4,38.0,2.5,9,8.1,3,0,0,1,1,1,0,42.0
5.4,1,3,1,7,6.3,28.0,1.2,6,5.7,3,0,0,1,0,0,1,76.7
5.1,23,2,3,3,7.1,16.0,1.3,10,5.2,1,0,0,1,1,0,0,65.3
6.4,3,3,0,7,8.3,40.0,1.4,1,5.9,2,0,0,0,0,0,1,88.0
6.7,0,1,3,1,11.2,43.0,0.5,8,5.7,3,0,0,0,1,1,1,70.2
9.0,2,2,1,3,7.4,4.0,2.0,2,2.9,4,0,0,0,0,0,1,84.5
7.6,22,2,2,6,7.6,43.0,1.2,9,8.2,0,0,0,0,0,0,0,80.8
5.3,2,1,2,4,13.1,25.0,2.0,8,5.5,3,0,0,1,1,1,1,70.6
4.9,3,1,4,7,8.2,29.0,0.9,3,9.8,0,0,0,1,1,1,1,50.8
6.9,0,2,1,3,6.9,9.0,2.4,5,6.8,3,0,0,0,0,0,1,85.2
4.2,0,3,0,1,10.4,19.0,2.3,9,1.0,2,0,0,1,0,0,1,80.4
8.9,1,2,0,9,8.4,5.0,1.3,1,3.4,1,0,0,0,0,0,1,74.0
8.0,22,3,3,6,5.0,4.0,2.1,9,1.7,3,0,0,0,1,0,0,78.5
5.5,0,3,2,8,11.1,36.0,1.9,4,3.4,0,0,1,1,0,0,1,65.6
3.6,23,1,3,3,6.6,20.0,2.8,4,2.7,3,0,0,1,1,1,0,55.1
8.2,22,3,1,8,8.6,0.0,1.1,4,6.5,1,0,0,0,1,0,0,75.9
6.0,23,4,1,2,8.3,76.0,1.7,10,5.4,3,0,0,0,0,0,0,88.8
8.1,22,3,0,4,9.1,3.0,1.4,9,7.5,4,0,0,0,0,0,0,90.8
3.8,21,3,5,3,3.0,52.0,1.8,6,5.9,1,0,0,1,1,0,0,60.0
5.3,22,2,2,10,7.7,0.0,2.2,8,5.5,2,0,0,1,0,0,0,54.3
6.2,3,3,4,1,11.3,38.0,1.3,4,10.0,2,0,0,0,1,0,1,76.4
6.3,0,3,1,7,11.7,22.0,1.5,3,6.4,1,0,0,0,0,0,1,81.8
5.5,3,3,2,10,6.0,14.0,2.5,1,5.8,2,0,1,1,0,0,1,56.0
7.1,23,4,2,2,10.8,32.0,2.8,10,4.3,3,0,0,0,0,0,0,92.0
4.6,23,1,1,4,6.6,29.0,2.1,7,3.6,4,0,0,1,1,1,0,71.4
6.0,0,1,3,9,7.6,10.0,1.7,4,7.5,4,0,1,0,1,1,1,45.8
6.4,23,3,4,6,7.7,9.0,1.6,8,7.4,2,0,0,0,1,0,0,70.6
7.0,22,3,4,8,8.8,0.0,2.2,3,9.1,3,0,0,0,1,0,0,67.5
7.3,0,1,3,2,11.0,35.0,2.0,1,7.0,3,0,0,0,1,1,1,78.0
4.5,23,2,1,7,9.2,0.0,0.6,5,5.2,2,0,0,1,1,0,0,56.9
3.9,0,1,1,6,8.2,28.0,2.2,2,7.0,1,0,0,1,1,1,1,63.9
8.1,1,2,5,9,10.9,41.0,1.2,3,5.8,2,0,0,0,1,0,1,59.8
6.7,22,3,0,7,6.5,33.0,0.8,6,7.7,3,0,0,0,1,0,0,87.4
5.1,22,3,3,1,8.3,12.0,0.6,3,8.7,2,0,0,1,1,0,0,66.5
8.5,1,2,3,8,11.0,48.0,1.6,3,5.7,3,0,0,0,1,0,1,72.4
6.4,0,2,2,10,9.8,19.0,1.1,6,9.5,1,0,0,0,1,0,1,62.0
8.0,22,1,5,3,7.3,0.0,0.3,5,8.4,5,0,0,0,1,1,0,55.7
6.3,3,2,1,2,4.7,22.0,1.5,10,6.0,2,0,0,0,0,0,1,82.8
9.3,22,3,1,3,9.3,41.0,1.5,9,7.3,3,0,0,0,0,0,0,94.0
8.8,1,4,0,6,4.6,13.0,1.7,1,6.6,0,0,0,0,0,0,1,91.6
5.8,3,3,1,3,8.0,47.0,1.4,3,6.0,1,0,0,1,0,0,1,86.4
7.7,23,1,1,10,11.4,11.0,3.1,3,9.8,3,0,0,0,1,1,0,66.2
7.2,22,4,1,5,10.0,14.0,2.2,6,7.0,5,0,0,0,0,0,0,92.0
8.3,22,3,3,6,3.4,5.0,1.5,8,4.3,1,0,0,0,1,0,0,76.8
4.8,23,3,4,8,9.0,43.0,1.8,3,3.9,0,0,1,1,1,0,0,53.0
7.2,22,3,0,7,7.7,27.0,2.8,3,4.0,2,0,0,0,0,0,0,93.2
7.8,1,2,1,8,5.3,6.0,2.5,6,7.0,0,0,0,0,0,0,1,76.0
3.6,22,2,4,3,9.3,19.0,0.8,8,5.3,1,0,0,1,1,0,0,51.0
4.4,0,1,0,4,7.3,0.0,1.1,6,6.7,3,0,0,1,1,1,1,63.3
3.1,3,2,0,6,7.3,45.0,1.3,10,7.9,4,0,0,1,0,0,1,65.8
5.8,2,2,0,7,8.8,24.0,1.5,3,10.1,0,0,0,1,0,0,1,78.3
7.3,0,3,2,9,6.9,0.0,1.4,4,5.4,2,0,0,0,0,0,1,70.1
8.5,23,3,0,1,8.7,0.0,1.8,1,3.2,1,0,0,0,0,0,0,91.7
6.3,0,3,5,8,7.0,19.0,2.3,8,9.6,1,0,0,0,1,0,1,64.0
8.6,0,1,1,8,7.2,0.0,2.4,4,3.1,1,0,0,0,1,1,1,69.5
4.1,23,4,2,6,11.0,45.0,1.6,6,3.0,2,0,0,1,0,0,0,70.0
3.6,22,4,1,4,11.2,37.0,0.7,3,9.5,0,0,0,1,1,0,0,70.4
6.1,2,3,2,3,4.2,36.0,1.1,6,8.1,2,0,0,0,1,0,1,83.0
6.8,23,4,2,3,10.4,0.0,1.4,9,7.0,1,0,0,0,0,0,0,80.9
6.2,22,3,3,6,12.0,16.0,0.9,9,5.9,1,0,0,0,1,0,0,72.3
3.1,23,4,3,8,12.4,13.0,2.6,10,5.5,1,1,0,1,1,0,0,39.3
6.1,23,1,2,7,9.8,7.0,1.0,3,4.7,4,0,0,0,1,1,0,60.8
4.2,2,2,4,1,5.9,19.0,2.2,3,5.4,3,0,0,1,1,0,1,59.4
7.2,1,2,3,6,10.1,3.0,0.6,4,5.9,4,0,0,0,1,0,1,67.6
6.7,1,2,3,7,6.3,33.0,2.3,7,3.3,2,0,0,0,1,0,1,75.2
4.8,21,1,0,7,7.6,45.0,1.7,3,4.4,1,0,0,1,1,1,0,69.6
5.4,23,3,0,9,9.5,43.0,2.9,10,1.8,2,0,0,1,0,0,0,78.4
4.6,0,3,1,10,6.5,25.0,1.0,8,6.2,0,0,0,1,1,0,1,61.4
6.1,21,3,2,5,5.6,72.0,1.4,8,6.2,3,0,0,0,0,0,0,84.2
7.6,23,1,1,1,9.7,53.0,1.5,6,9.6,1,0,0,0,1,1,0,84.0
4.7,1,3,1,2,13.2,26.0,1.7,4,6.8,1,0,0,1,0,0,1,80.0
7.0,22,3,4,4,11.6,17.0,1.6,5,4.9,2,0,0,0,1,0,0,79.2
5.4,0,2,4,5,10.3,57.0,1.6,2,5.6,2,0,0,1,1,0,1,67.8
5.0,23,3,4,9,10.9,50.0,1.6,6,7.0,5,0,0,1,1,0,0,58.4
6.0,21,2,1,1,10.1,0.0,0.4,3,6.5,2,0,0,0,1,0,0,71.1
4.6,23,2,2,3,9.6,52.0,2.5,6,7.2,2,0,0,1,0,0,0,72.6
5.4,3,4,1,5,10.7,25.0,3.8,5,6.8,1,0,0,1,0,0,1,85.2
4.4,2,2,0,3,5.1,9.0,2.0,2,5.5,5,0,0,1,0,0,1,74.2
9.1,3,3,0,4,9.0,0.0,1.0,5,4.9,2,0,0,0,1,0,1,88.5
6.3,0,4,1,3,8.3,22.0,1.1,5,4.8,2,0,0,0,1,0,1,86.2
5.2,22,3,1,4,8.7,28.0,2.2,9,4.1,1,0,0,1,0,0,0,84.7
6.5,0,1,3,1,7.3,63.0,2.1,8,3.8,3,0,0,0,1,1,1,75.0
6.0,0,1,0,8,9.8,49.0,1.6,7,9.7,1,0,0,0,1,1,1,73.4
5.9,2,1,3,4,6.5,15.0,2.3,3,6.2,2,0,0,1,1,1,1,67.6
7.1,22,3,2,7,7.2,37.0,0.4,10,5.7,4,0,0,0,1,0,0,79.6
7.3,0,2,1,2,6.9,46.0,2.3,4,5.0,5,0,0,0,0,0,1,91.0
5.4,22,1,2,2,10.7,30.0,2.0,6,6.9,2,0,0,1,1,1,0,72.4
5.3,23,4,1,6,8.5,15.0,1.1,3,8.4,3,0,0,1,1,0,0,75.4
5.8,1,3,2,2,7.3,16.0,0.8,9,7.4,0,0,0,1,1,0,1,76.5
2.7,0,2,1,6,7.6,36.0,1.9,8,7.8,3,0,0,1,0,0,1,61.8
3.9,23,3,0,2,8.5,37.0,2.8,6,4.8,2,0,0,1,0,0,0,81.4
8.3,23,3,0,4,12.6,22.0,1.6,4,6.0,2,0,0,0,0,0,0,96.4
8.7,0,1,2,7,5.4,0.0,1.2,7,4.9,4,0,0,0,1,1,1,65.3
5.8,1,2,4,8,10.2,0.0,1.9,3,6.2,3,1,1,1,1,0,1,34.9
7.1,2,3,1,3,9.7,42.0,3.1,10,8.5,1,0,0,0,0,0,1,96.0
6.7,3,3,3,9,6.3,0.0,2.1,8,6.9,3,0,0,0,1,0,1,66.7
10.0,1,3,2,2,12.2,54.0,2.2,1,9.3,0,0,0,0,0,0,1,92.0
7.9,23,2,4,8,9.8,51.0,2.7,3,5.4,3,0,0,0,1,0,0,70.0
6.0,1,1,3,8,7.2,29.0,2.1,5,4.4,3,0,0,0,1,1,1,62.8
4.8,23,2,2,4,3.9,41.0,1.3,5,7.0,0,0,0,1,0,0,0,71.0
3.8,23,2,2,1,9.1,40.0,0.6,10,6.2,3,0,0,1,1,0,0,62.2
6.5,2,2,4,1,8.4,25.0,1.2,2,6.6,2,0,0,0,1,0,1,71.6
5.1,21,1,1,2,5.9,0.0,1.0,10,6.3,2,0,0,1,1,1,0,63.1
4.1,2,3,1,9,5.9,49.0,2.3,8,5.0,1,0,0,1,0,0,1,66.6
5.2,0,4,0,2,10.7,59.0,2.4,5,6.4,1,0,0,1,0,0,1,89.2
4.6,0,3,3,2,3.6,1.0,1.9,7,7.9,3,0,0,1,1,0,1,65.9
8.7,1,4,3,6,9.3,0.0,0.9,7,8.2,1,0,0,0,1,0,1,73.1
7.5,2,2,0,7,8.0,25.0,3.1,5,5.0,2,0,0,0,0,0,1,87.8
6.2,0,4,2,7,9.7,14.0,1.5,8,6.5,3,0,0,0,0,0,1,75.2
8.4,0,2,2,9,7.8,31.0,2.2,9,9.0,0,0,0,0,0,0,1,75.0
6.3,22,4,0,6,9.2,55.0,1.8,4,5.1,2,0,0,0,0,0,0,92.0
4.9,0,4,5,8,6.6,0.0,1.9,4,4.7,2,0,1,1,1,0,1,42.5
8.5,22,3,1,6,8.4,63.0,2.2,8,7.6,3,0,0,0,0,0,0,93.0
7.0,1,4,0,2,9.7,19.0,1.3,1,7.2,2,0,0,0,0,0,1,94.4
4.6,0,3,2,1,8.9,39.0,2.7,4,4.3,2,0,0,1,0,0,1,77.6
5.9,1,2,3,5,9.5,42.0,0.7,6,3.2,1,0,0,1,1,0,1,71.2
4.9,21,2,0,9,6.2,44.0,1.1,4,6.4,3,0,1,1,1,0,0,58.8
4.1,22,3,2,8,7.0,29.0,2.7,6,5.2,1,0,0,1,0,0,0,65.4
7.6,1,1,2,4,7.1,35.0,2.2,5,2.6,5,0,0,0,1,1,1,82.0
9.1,22,3,0,5,7.8,34.0,3.6,9,4.6,2,0,0,0,0,0,0,100.0
4.1,22,4,0,5,11.9,14.0,1.8,10,7.2,4,0,0,1,0,0,0,77.8
7.0,21,2,2,6,7.6,0.0,3.0,9,5.7,2,0,0,0,0,0,0,76.5
5.2,3,3,1,3,5.6,1.0,0.5,4,9.1,1,0,0,1,1,0,1,72.0
5.5,1,4,4,5,9.9,26.0,0.8,4,1.8,4,0,0,1,1,0,1,69.2
5.3,23,4,3,2,11.9,11.0,2.4,8,8.7,0,0,0,1,1,0,0,73.0
4.9,23,4,5,10,5.3,11.0,0.6,10,5.3,1,0,0,1,1,0,0,42.1
6.3,23,3,1,1,13.4,68.0,1.7,4,5.0,1,0,0,0,0,0,0,90.6
5.0,1,4,5,1,9.5,47.0,2.6,2,2.9,5,0,0,1,1,0,1,68.0
6.6,1,3,1,10,11.1,22.0,2.2,2,6.9,2,0,0,0,0,0,1,76.6
6.1,22,2,1,7,12.2,43.0,1.8,1,2.3,2,0,0,0,0,0,0,78.8
5.8,22,3,0,2,10.9,19.0,1.5,5,7.6,3,0,0,1,0,0,0,88.0
4.8,22,3,0,4,8.2,30.0,1.9,6,3.0,2,0,0,1,0,0,0,86.4
5.3,1,2,2,5,11.5,38.0,2.2,9,3.3,3,0,0,1,0,0,1,76.8
7.3,1,3,2,7,9.1,19.0,1.3,5,3.6,2,0,0,0,0,0,1,80.4
7.0,23,3,1,2,11.2,13.0,2.1,6,4.6,3,0,0,0,0,0,0,91.8
4.7,21,2,2,6,11.5,55.0,2.6,6,7.9,1,0,0,1,0,0,0,70.2
6.3,22,3,1,1,5.8,42.0,1.6,3,9.0,1,0,0,0,0,0,0,90.2
7.3,3,3,2,7,10.5,0.0,1.8,4,4.8,2,0,0,0,0,0,1,77.7
3.7,23,3,1,9,8.0,13.0,2.1,1,5.9,2,0,1,1,0,0,0,52.0
7.0,1,1,3,5,8.8,11.0,2.2,4,7.0,2,0,0,0,1,1,1,73.2
5.2,0,1,3,5,8.8,14.0,2.4,1,5.3,2,0,0,1,1,1,1,63.2
7.1,23,2,2,4,8.7,47.0,1.1,5,6.9,1,0,0,0,1,0,0,83.4
5.1,23,4,1,3,12.3,28.0,1.4,8,6.0,2,0,0,1,0,0,0,81.7
3.5,22,2,1,9,5.1,0.0,1.5,8,5.5,2,0,0,1,0,0,0,48.5
3.8,0,3,3,5,4.2,20.0,1.2,5,3.2,1,0,0,1,1,0,1,63.1
6.3,1,2,1,8,3.7,40.0,0.5,10,6.3,2,0,0,0,1,0,1,71.8
6.6,0,2,1,9,11.2,23.0,0.3,2,7.9,1,0,0,0,1,0,1,68.0
4.8,0,3,0,5,6.6,14.0,2.6,6,4.4,2,0,0,1,0,0,1,82.8
7.2,21,3,2,10,8.8,35.0,0.7,1,2.1,1,0,0,0,1,0,0,71.8
3.7,3,1,2,9,8.2,64.0,2.9,7,5.4,4,0,0,1,1,1,1,50.2
6.1,1,2,3,2,6.3,38.0,2.3,4,9.0,3,0,0,0,1,0,1,77.6
4.4,23,1,1,9,10.6,57.0,1.5,5,8.4,1,0,0,1,1,1,0,56.4
5.2,3,3,1,4,8.2,15.0,2.2,6,4.8,2,0,0,1,0,0,1,81.4
6.3,0,3,3,6,7.9,28.0,2.1,1,6.9,3,0,0,0,1,0,1,80.3
4.9,0,1,3,6,9.1,27.0,1.0,9,7.2,2,0,0,1,1,1,1,57.6
5.6,1,2,1,6,10.3,31.0,1.8,10,9.0,3,0,0,1,0,0,1,78.8
7.7,2,2,2,2,6.1,38.0,1.1,4,2.9,1,0,0,0,1,0,1,83.4
5.3,1,4,1,7,10.7,8.0,2.3,8,3.9,3,1,0,1,0,0,1,62.3
7.5,22,4,4,6,12.1,42.0,1.3,5,2.0,2,0,0,0,1,0,0,78.2
4.5,23,1,0,1,4.9,0.0,1.7,8,4.6,1,0,0,1,1,1,0,66.3
7.0,3,3,4,2,9.2,0.0,1.7,1,8.1,2,0,0,0,1,0,1,75.3
8.4,23,2,2,7,7.7,75.0,1.9,8,4.9,5,0,0,0,0,0,0,80.6
2.5,23,2,2,1,10.2,17.0,3.0,4,3.4,3,0,0,1,0,0,0,56.8
5.0,23,3,0,1,5.5,44.0,1.6,2,6.5,2,0,0,1,0,0,0,86.4
7.1,23,4,2,1,12.6,65.0,2.7,6,6.5,1,0,0,0,0,0,0,92.0
5.9,0,4,1,8,4.5,0.0,2.1,2,4.0,2,0,1,1,0,0,1,64.9
6.8,3,3,0,4,7.9,53.0,2.8,5,5.0,1,0,0,0,0,0,1,98.8
5.3,23,2,2,4,9.6,42.0,1.6,2,6.3,0,0,0,1,0,0,0,75.2
6.3,22,3,5,2,6.8,64.0,2.3,3,7.5,2,0,0,0,1,0,0,75.8
6.0,22,2,2,1,6.4,2.0,1.8,6,4.7,4,0,0,0,0,0,0,73.2
8.0,2,3,3,10,9.1,60.0,0.3,1,4.4,3,0,0,0,1,0,1,66.2
6.6,0,2,0,9,8.7,12.0,1.0,6,9.8,1,0,0,0,1,0,1,72.1
6.7,23,3,1,7,8.5,51.0,2.2,3,5.5,2,0,0,0,0,0,0,88.2
5.6,2,2,0,4,10.6,27.0,2.2,7,6.5,4,0,0,1,0,0,1,85.8
5.5,2,2,2,6,7.5,45.0,0.9,2,7.3,3,0,0,1,1,0,1,70.6
5.6,2,4,4,2,9.3,29.0,2.0,6,2.4,3,0,0,1,1,0,1,75.4
6.8,2,1,2,7,7.2,0.0,2.2,8,6.0,5,0,0,0,1,1,1,67.3
5.6,23,3,0,2,6.4,0.0,1.8,1,2.7,3,0,0,1,0,0,0,83.3
6.6,1,2,1,10,7.8,33.0,2.3,9,5.7,1,0,0,0,0,0,1,73.6
9.3,0,1,2,8,7.3,22.0,2.2,5,8.7,1,0,0,0,1,1,1,71.0
7.5,2,1,1,8,7.4,37.0,1.8,5,4.0,5,0,0,0,1,1,1,76.2
5.7,1,2,3,1,11.4,22.0,1.4,5,2.7,2,0,0,1,1,0,1,70.8
8.0,1,4,3,8,7.9,72.0,2.5,6,9.8,1,0,0,0,1,0,1,79.0
5.6,1,2,2,2,6.8,33.0,2.1,2,3.7,2,0,0,1,0,0,1,78.6
3.1,22,4,1,6,8.6,18.0,0.8,6,3.0,3,0,0,1,1,0,0,61.8
4.7,0,3,1,1,8.8,35.0,2.0,4,9.2,5,0,0,1,0,0,1,82.2
3.4,3,2,0,5,5.5,19.0,1.0,8,3.6,1,0,0,1,1,0,1,66.6
5.7,3,3,1,7,7.8,30.0,1.1,9,9.3,2,0,0,1,1,0,1,78.6
6.2,21,3,1,10,7.7,1.0,1.3,9,6.5,4,0,0,0,0,0,0,66.2
8.7,22,3,2,1,8.1,28.0,1.8,8,8.6,2,0,0,0,0,0,0,90.7
6.7,22,2,2,2,10.3,17.0,2.1,3,6.4,1,0,0,0,0,0,0,82.0
5.9,1,2,0,7,8.8,3.0,1.5,10,8.2,4,0,0,1,0,0,1,73.6
7.4,2,4,1,6,11.6,71.0,1.5,4,4.2,2,0,0,0,0,0,1,91.0
